Item_Identifier,Outlet_Identifier,0
FDW58,OUT049,1415.8570855405098
FDW14,OUT017,1113.496228592362
NCN55,OUT010,591.8619547624642
FDQ58,OUT017,2280.479054959952
FDY38,OUT027,6192.6160424710015
FDH56,OUT046,1362.282935235737
FDL48,OUT018,864.8960696888688
FDC48,OUT027,1888.8543554457142
FDN33,OUT045,1209.222638836812
FDA36,OUT017,2793.828638148007
FDT44,OUT017,1673.9849297354647
FDQ56,OUT045,1157.5974366156759
NCC54,OUT019,554.4541947517365
FDU11,OUT049,1664.438741648132
DRL59,OUT013,816.0456332333896
FDM24,OUT049,2116.0154083881444
FDI57,OUT045,2822.6242709145663
DRC12,OUT018,2501.260217000198
NCM42,OUT027,2338.868273541815
FDA46,OUT010,378.2879090830252
FDA31,OUT013,2391.9672075949015
NCJ31,OUT035,5152.00212928398
FDG52,OUT046,743.5744079105658
NCL19,OUT019,268.9316871782889
FDS10,OUT035,2838.60470489922
FDX22,OUT010,424.75955398022353
NCF19,OUT035,872.1400433999236
NCE06,OUT046,2297.7272866266453
DRC27,OUT046,4174.251291479211
FDE21,OUT035,1851.9040755592764
NCR42,OUT019,93.96046432513202
FDX51,OUT018,2434.7941460253987
NCR06,OUT018,657.4875879828854
FDU31,OUT027,5147.638840227311
FDU59,OUT017,2536.4941069124498
FDR03,OUT027,4789.096344654317
FDS49,OUT027,1949.6055300005296
FDD48,OUT010,188.7525972548122
NCF18,OUT017,3399.366028630637
NCD43,OUT027,2219.4450848389715
NCD54,OUT018,1680.9375631004348
FDY19,OUT010,230.05905477863155
NCY54,OUT017,2608.208715073157
NCL19,OUT018,1573.4913674767492
FDP23,OUT010,542.3178672685257
FDC26,OUT013,1347.370961950059
FDR14,OUT010,113.21602035654814
NCS41,OUT035,2857.3150748100247
FDF41,OUT035,4729.140985702421
FDU34,OUT046,1742.1664575468412
DRH11,OUT046,863.651685465424
FDM03,OUT013,1362.864316111864
FDS31,OUT017,3138.6961606628797
FDJ20,OUT017,1628.8712508214128
